age,NumberOfDependents,MonthlyIncome,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,RevolvingUtilizationOfUnsecuredLines,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,imputed_income
40,3.0,3800.0,0.363325441,4,0,0.872023268,0,2,2,0.0
46,3.0,4000.0,0.56135966,14,1,0.441679749,3,0,0,0.0
57,0.0,5437.0,0.024462019496045612,1,0,1.0929557681400022,1,0,1,1.0
44,1.0,5437.0,0.9854699282692662,7,2,0.9999999,0,0,0,1.0
38,0.0,5437.0,0.2413095457053522,5,0,0.830905456,2,0,1,1.0
33,4.0,4545.0,0.20941487,3,0,0.528610354,1,3,1,0.0
39,1.0,23000.0,0.003194888,2,0,0.9999999,0,0,0,0.0
31,0.0,4116.0,0.586592179,14,3,0.634920635,1,0,0,0.0
46,1.0,5400.0,0.658396593,11,2,0.383652126,0,0,0,0.0
32,,5437.0,0.07320213352951996,2,0,0.9999999,0,1,0,1.0
46,0.0,8500.0,0.158099047,15,2,1.031069936,1,0,0,0.0
28,0.0,4039.0,0.188861386,3,0,0.9999999,0,0,2,0.0
55,0.0,5437.0,0.3010851572558396,10,0,0.990377964,1,2,0,1.0
51,0.0,5437.0,0.0,0,0,0.9999999,0,0,0,1.0
63,0.0,7333.0,0.419961822,9,1,0.884744173,0,0,0,0.0
56,1.0,2000.0,1.189905047,9,1,0.479346946,5,3,2,0.0
48,1.0,4896.0,0.554216867,10,1,0.959144975,0,1,0,0.0
31,2.0,4500.0,1.009553433,13,1,0.87995233,0,0,0,0.0
34,2.0,6667.0,0.515596881,11,2,0.368712175,2,0,0,0.0
40,0.0,12000.0,0.605616199,19,3,0.878881177,0,11,2,0.0
52,2.0,7916.0,0.056587091,1,0,0.9999999,0,1,1,0.0
54,1.0,3324.0,0.506766917,10,1,0.981517952,7,0,0,0.0
33,3.0,5437.0,0.10391760161853963,12,0,0.667918638,2,0,2,1.0
51,0.0,3000.0,0.957680773,10,1,0.60928617,1,0,0,0.0
54,1.0,5800.0,0.588346837,13,3,1.017540782,4,2,0,0.0
43,0.0,5616.0,1.024390244,4,2,0.9999999,3,1,0,0.0
47,2.0,900.0,2.4702802109800093,11,2,0.569681709,0,0,0,0.0
54,0.0,5437.0,0.09582490343939673,1,0,0.9999999,1,0,0,1.0
55,1.0,14666.0,0.344992159,19,1,0.289104052,3,0,0,0.0
46,3.0,10400.0,0.794058264,15,6,0.798931375,1,0,1,0.0
29,0.0,1150.0,0.537793223,2,0,0.9999999,0,0,0,0.0
61,0.0,9125.0,0.03583169,3,0,0.446267499,0,0,0,0.0
53,4.0,11226.0,0.292598201,12,1,0.714607337,3,2,0,0.0
34,4.0,3300.0,0.003635262,0,0,0.9999999,0,0,0,0.0
54,2.0,3967.0,0.711441532,6,1,1.071312036,0,0,0,0.0
23,3.0,700.0,0.111269615,2,0,1.056839475,0,0,2,0.0
35,0.0,5000.0,0.822435513,8,2,0.9999999,0,3,0,0.0
46,2.0,4700.0,0.839395873,5,2,0.052035707,2,1,0,0.0
62,3.0,6500.0,1.053068759,16,2,0.551206106,0,0,0,0.0
51,0.0,3900.0,0.307613432,4,0,0.935638409,1,0,0,0.0
59,1.0,2523.0,0.495641838,3,1,0.502171498,0,2,3,0.0
29,0.0,1325.0,0.286576169,1,0,0.9999999,0,0,1,0.0
56,2.0,1900.0,0.761178327,6,0,0.560625067,5,2,0,0.0
33,1.0,13700.0,0.353842785,15,1,0.297304504,0,0,1,0.0
63,0.0,3212.0,0.049797697,10,0,0.112807587,0,0,0,0.0
65,0.0,4559.0,0.348245614,9,2,0.334184379,0,0,0,0.0
49,0.0,3162.0,0.071451154,1,0,0.801410106,1,1,4,0.0
46,1.0,2700.0,0.302480563,5,0,0.9999999,0,0,1,0.0
53,0.0,5437.0,1.5567408497333088,15,5,0.7012613,1,0,0,1.0
42,3.0,4900.0,0.408896144,4,1,0.999917266,0,1,0,0.0
26,0.0,4000.0,0.0,1,0,0.0,2,0,0,0.0
30,2.0,4000.0,0.130967258,2,0,0.969458247,0,0,0,0.0
34,1.0,1950.0,0.026140441,2,0,0.71314741,1,0,0,0.0
62,0.0,5437.0,0.7022254919992643,14,3,0.042751629,0,0,0,1.0
49,0.0,9824.0,0.52956743,9,4,0.998023332,1,1,1,0.0
49,0.0,5437.0,1.122310097480228,8,2,0.95448799,2,0,2,1.0
46,0.0,5700.0,0.119628135,2,0,0.9999999,2,0,1,0.0
54,0.0,5437.0,0.0014713996689350744,3,0,0.0,0,2,0,1.0
49,2.0,5380.0,0.253484482,13,0,0.327707207,1,0,0,0.0
34,2.0,5437.0,0.18098215927901415,8,0,1.048689139,1,3,1,1.0
39,3.0,8333.0,0.470962323,13,2,0.271643215,3,0,0,0.0
32,1.0,3333.0,0.653869226,7,1,0.181381862,0,0,0,0.0
27,0.0,7800.0,0.069350083,13,0,0.307455803,0,1,1,0.0
52,3.0,7500.0,0.072790295,3,0,1.026776151,0,1,1,0.0
47,2.0,9483.0,0.182623366,8,0,1.0929557681400022,0,1,1,0.0
37,3.0,4476.0,0.184945276,2,0,0.9999999,1,1,1,0.0
51,0.0,7250.0,0.219969659,5,2,1.0929557681400022,1,0,0,0.0
33,0.0,3333.0,0.547390522,5,1,0.902209779,0,0,0,0.0
47,3.0,6639.0,0.915813253,9,3,0.0,0,1,1,0.0
40,3.0,3290.0,0.010938924,0,0,0.9999999,0,0,0,0.0
55,1.0,2639.0,0.012121212,0,0,0.9999999,2,0,1,0.0
30,2.0,5000.0,0.552889422,4,2,0.015289621,0,0,0,0.0
74,0.0,2500.0,0.016393443,13,0,0.068420275,0,0,0,0.0
68,0.0,5437.0,0.31616700386242413,7,2,1.0929557681400022,0,0,0,1.0
40,1.0,9000.0,0.383624042,4,1,0.107817187,4,1,0,0.0
30,2.0,5437.0,0.42413095457053523,5,1,0.599077012,0,0,0,1.0
48,1.0,5437.0,0.6573478020967445,12,1,0.780564572,0,0,0,1.0
60,0.0,4696.0,0.123908878,11,0,0.96310369,0,0,0,0.0
47,2.0,5437.0,0.9646864079455583,18,2,0.416342838,4,0,0,1.0
52,0.0,2880.0,2.4702802109800093,14,1,0.328029965,1,0,0,0.0
48,1.0,4650.0,0.103203612,10,0,0.234988352,0,0,0,0.0
36,2.0,4450.0,0.606829926,7,2,0.458799915,0,1,0,0.0
25,0.0,5437.0,0.009931947765311753,0,0,0.9999999,0,0,0,1.0
55,0.0,3750.0,0.035990403,3,0,0.99087155,2,2,0,0.0
32,1.0,2250.0,0.788538427,7,2,0.278703667,0,0,0,0.0
51,0.0,23000.0,0.004499875,11,0,0.434445061,2,0,0,0.0
69,0.0,5437.0,0.34853779657899575,4,1,0.994424149,2,0,0,1.0
52,0.0,4800.0,0.261820454,7,1,0.29162816,1,0,0,0.0
49,2.0,9750.0,0.429494411,18,2,0.378180636,2,0,1,0.0
45,0.0,6541.0,0.268878019,6,0,1.0929557681400022,3,1,13,0.0
30,0.0,2758.0,0.20043494,2,0,0.9999999,0,0,1,0.0
71,0.0,5500.0,0.375204508,12,2,0.419983268,1,0,1,0.0
46,,5437.0,0.29280853411807983,2,2,0.9999999,1,0,2,1.0
52,2.0,5333.0,1.212785902,6,3,0.79494435,2,1,0,0.0
67,0.0,12683.0,0.698281299,30,8,0.450215565,0,0,0,0.0
43,2.0,4066.0,0.433243177,10,0,0.903346055,0,0,0,0.0
60,1.0,5000.0,0.25054989,5,0,0.862809376,4,0,1,0.0
41,1.0,5700.0,0.436590072,10,2,0.350230415,0,0,0,0.0
22,0.0,280.0,0.174377224,3,0,1.0929557681400022,1,1,1,0.0
67,0.0,590.0,2.4702802109800093,4,1,0.9999999,3,1,7,0.0
52,0.0,1875.0,0.269722814,5,2,0.06782785,0,0,0,0.0
78,0.0,2817.0,0.484740951,9,0,0.875984571,2,0,3,0.0
36,0.0,5437.0,0.0069891484274416035,4,0,1.0929557681400022,1,0,0,1.0
27,1.0,5135.0,0.442951713,11,2,0.197698037,1,0,0,0.0
53,2.0,5437.0,0.0009196247930844216,2,0,0.023351826,0,0,2,1.0
30,0.0,2450.0,0.009791922,0,0,0.9999999,0,0,3,0.0
31,3.0,3000.0,0.216594469,4,0,0.627038401,0,1,1,0.0
45,1.0,4000.0,0.904773807,14,1,0.833986997,3,1,1,0.0
47,3.0,4500.0,1.813374806,13,4,0.0,1,1,0,0.0
60,0.0,5437.0,0.3638035681441972,9,2,0.752173468,2,4,1,1.0
46,1.0,5437.0,0.7382747838881736,12,1,0.93510337,0,1,0,1.0
54,3.0,14166.0,0.866732547,21,6,0.702381432,0,0,0,0.0
41,3.0,7200.0,0.137064297,3,0,0.953261685,0,0,0,0.0
53,0.0,5437.0,0.1666360125068972,18,0,0.829349586,1,0,0,1.0
56,0.0,5437.0,1.5663049475813868,12,3,0.24079894,1,0,0,1.0
40,1.0,6400.0,0.191532573,10,0,0.754439125,2,1,4,0.0
29,0.0,1734.0,0.271469741,3,0,1.0929557681400022,0,2,0,0.0
60,0.0,5246.0,0.176672384,9,1,0.745925407,0,0,2,0.0
42,3.0,2760.0,1.108656284,7,3,0.99880024,1,1,0,0.0
37,2.0,5437.0,0.34430752253080743,13,1,0.914159042,5,1,0,1.0
46,1.0,4.0,2.4702802109800093,5,0,0.733362474,0,0,0,0.0
42,0.0,5437.0,0.23836674636748206,10,1,0.160846073,3,0,0,1.0
55,0.0,5437.0,0.23487217215376127,3,0,0.797430064,0,0,0,1.0
42,2.0,6800.0,0.161299809,5,0,0.879710814,1,1,0,0.0
56,0.0,4615.0,0.113734835,4,0,0.200940071,2,0,0,0.0
52,1.0,4700.0,0.040416933,2,0,0.9999999,0,0,3,0.0
78,0.0,5500.0,0.647700418,17,2,0.953413392,0,0,0,0.0
37,0.0,5000.0,1.066986603,13,3,0.300956705,0,0,0,0.0
48,1.0,11083.0,0.488993143,18,2,0.930761008,2,0,0,0.0
28,1.0,2500.0,0.227908836,8,0,0.97031226,0,0,0,0.0
29,1.0,2298.0,0.52892562,6,1,0.435144894,0,0,0,0.0
58,0.0,23000.0,0.093646212,19,7,0.333434272,0,0,0,0.0
56,2.0,11554.0,0.353699697,12,2,0.751619627,4,0,0,0.0
32,3.0,5437.0,0.08718043038440317,3,0,0.841901067,2,2,3,1.0
51,1.0,5437.0,0.2942799337870149,7,0,0.863464992,0,0,0,1.0
52,1.0,1345.0,0.893759287,2,1,0.9999999,2,3,1,0.0
38,2.0,1480.0,0.212694126,1,0,0.9999999,0,0,0,0.0
49,0.0,7015.0,0.88968073,10,6,0.364390379,0,0,0,0.0
48,0.0,1200.0,0.0,0,0,0.9999999,0,0,0,0.0
41,1.0,7500.0,0.855485935,9,2,0.822650536,0,0,0,0.0
60,1.0,4100.0,0.216532553,10,0,0.527767173,4,0,4,0.0
40,3.0,3083.0,0.001621271,1,0,0.689243028,0,0,0,0.0
59,0.0,5416.0,0.400036921,14,0,0.876641535,0,0,0,0.0
64,0.0,6723.0,0.678762641,6,2,0.68303962,0,0,0,0.0
67,3.0,1620.0,0.0,1,0,0.009029345,0,0,1,0.0
30,2.0,4300.0,0.174610556,4,0,0.503930131,0,0,0,0.0
45,3.0,5437.0,0.0340261173441236,5,0,0.798359185,0,1,0,1.0
39,1.0,3000.0,0.35254915,3,1,0.9999999,0,0,0,0.0
27,1.0,4500.0,0.38969118,6,1,0.9999999,1,1,1,0.0
61,0.0,6175.0,0.354112694,5,1,1.018497688,2,0,3,0.0
37,0.0,4200.0,0.215900976,6,0,0.651049779,0,0,0,0.0
51,2.0,10235.0,0.569851504,11,3,0.148573275,0,0,0,0.0
35,0.0,2400.0,0.11453561,5,0,1.0929557681400022,0,1,1,0.0
61,1.0,7316.0,0.380210469,17,2,0.295268917,0,0,0,0.0
45,1.0,2300.0,0.354628422,10,1,0.826643141,1,0,1,0.0
64,1.0,7328.0,0.212443717,12,1,0.865686908,4,2,0,0.0
51,1.0,10833.0,0.147221709,6,1,0.848191968,0,1,1,0.0
33,2.0,5437.0,1.013058672061799,20,2,0.225210624,0,0,0,1.0
40,2.0,4800.0,0.48344095,6,1,0.869328494,1,0,0,0.0
81,0.0,5437.0,0.05738458708846791,3,0,0.600309637,0,1,0,1.0
40,1.0,8559.0,0.501051402,4,3,0.9999999,1,0,2,0.0
42,3.0,5000.0,0.295540892,7,0,1.0929557681400022,0,0,0,0.0
73,0.0,6700.0,0.635726011,8,1,0.541546949,2,1,1,0.0
39,1.0,5000.0,1.232553489,13,2,0.97152019,5,2,1,0.0
24,0.0,800.0,0.082397004,5,0,0.968021319,0,0,0,0.0
42,3.0,1.0,2.4702802109800093,7,3,0.0,0,0,0,0.0
25,1.0,2000.0,0.098450775,2,0,0.147704591,2,0,3,0.0
33,0.0,2500.0,0.12315074,6,0,0.99980695,1,0,0,0.0
43,0.0,10333.0,0.022837236,7,0,0.0,1,0,0,0.0
49,0.0,16200.0,0.0,4,0,0.9999999,0,0,0,0.0
44,4.0,10500.0,0.389105799,5,2,0.728365892,1,0,0,0.0
43,0.0,5437.0,0.0,0,0,0.9999999,0,0,0,1.0
31,0.0,5437.0,0.5350377046165165,7,1,0.742673993,2,0,0,1.0
40,0.0,5437.0,0.004230274048188339,0,0,0.9999999,0,0,1,1.0
49,0.0,3518.0,0.396419437,8,0,1.07153922,2,0,3,0.0
41,0.0,6581.0,0.17487086,9,1,0.0,1,1,0,0.0
58,1.0,5500.0,0.758589347,17,1,0.417072745,0,2,4,0.0
37,2.0,4000.0,0.900774806,12,0,0.909036051,0,0,0,0.0
46,0.0,5437.0,0.11697627368033842,3,0,0.900221729,0,0,0,1.0
49,0.0,5437.0,0.03715284164061063,3,0,0.446968074,0,0,0,1.0
73,0.0,4374.0,0.588342857,9,2,0.820257489,1,0,2,0.0
29,0.0,2240.0,0.0,1,0,0.9999999,0,0,0,0.0
58,1.0,10000.0,0.392260774,10,2,0.846418883,3,0,0,0.0
34,3.0,3172.0,0.392688308,5,0,0.790393013,2,0,0,0.0
48,0.0,6608.0,0.818883341,24,2,0.56448874,0,0,0,0.0
55,0.0,1200.0,1.768526228,9,1,0.865168539,2,0,0,0.0
39,2.0,3330.0,0.630441309,9,0,1.019993336,0,0,0,0.0
50,2.0,6291.0,0.266369994,9,0,0.997667444,0,2,5,0.0
54,0.0,7000.0,0.604056563,7,3,0.948238339,1,0,0,0.0
46,3.0,11085.0,0.452913585,12,2,0.886401567,0,0,0,0.0
51,1.0,8666.0,0.132110303,3,0,0.913448735,4,0,1,0.0
44,1.0,4794.0,0.369968717,7,1,0.421942327,1,1,1,0.0
53,0.0,3500.0,0.331619537,7,0,1.054310073,10,1,3,0.0
54,1.0,3022.0,0.32385048,5,1,0.217763129,0,0,0,0.0
65,0.0,5437.0,0.1291153209490528,3,0,0.9999999,1,0,1,1.0
58,1.0,1200.0,0.923397169,10,0,0.981672776,1,1,9,0.0
32,1.0,2333.0,0.172236504,4,0,1.0929557681400022,2,0,0,0.0
55,1.0,4000.0,0.970007498,8,2,0.983221477,1,0,0,0.0
34,0.0,5437.0,0.15983078903807246,6,0,0.854019917,0,1,0,1.0
36,0.0,5230.0,0.520741732,3,1,0.784431138,2,0,2,0.0
41,0.0,3540.0,0.737644733,7,0,1.08624264,0,1,1,0.0
38,0.0,5437.0,0.00974802280669487,1,0,0.9999999,0,0,0,1.0
57,0.0,10833.0,0.277367547,11,1,0.0,1,0,0,0.0
33,0.0,8500.0,0.46218092,10,2,0.188208014,0,0,0,0.0
80,0.0,5437.0,0.4405002758874379,6,0,0.960418663,0,1,0,1.0
50,0.0,8904.0,1.077709152,10,4,0.281383047,1,0,0,0.0
45,1.0,5000.0,2.030193961,14,4,1.062215309,3,1,0,0.0
48,3.0,5300.0,0.466515752,11,1,1.047439173,5,2,0,0.0
39,1.0,3648.0,0.352973417,5,1,0.138012154,1,0,0,0.0
69,1.0,23000.0,0.199326689,21,3,0.49931246,0,1,0,0.0
53,0.0,5437.0,0.01949604561338974,2,0,1.0929557681400022,1,0,2,1.0
27,4.0,6250.0,0.002719565,0,0,0.9999999,0,1,1,0.0
43,0.0,5200.0,0.763891559,20,6,0.160994461,1,0,0,0.0
42,0.0,3700.0,0.771683329,7,2,0.663644149,1,0,0,0.0
38,0.0,2000.0,0.807596202,5,0,1.002997003,0,0,0,0.0
25,0.0,1.0,0.0,1,0,0.9999999,0,0,0,0.0
36,1.0,1350.0,0.276831976,9,0,0.817204301,2,0,0,0.0
41,3.0,10074.0,0.525756824,7,2,0.881839898,0,0,0,0.0
45,0.0,5800.0,0.423547664,12,2,1.0929557681400022,1,2,2,0.0
49,0.0,2100.0,1.208472156,10,1,1.059603852,4,0,0,0.0
22,0.0,5437.0,0.0972963031083318,3,0,1.0929557681400022,1,1,1,1.0
28,0.0,5437.0,0.0,0,0,0.9999999,0,0,0,1.0
33,0.0,3000.0,0.150283239,5,0,0.84303351,1,0,0,0.0
56,0.0,5600.0,0.193893948,7,0,1.0929557681400022,3,1,2,0.0
40,2.0,5493.0,0.746268657,8,2,0.719061423,1,0,0,0.0
51,1.0,5700.0,0.449044027,14,2,0.707127093,2,0,0,0.0
48,0.0,10500.0,0.67450719,20,5,0.590720755,0,0,0,0.0
62,1.0,11128.0,0.03234792,15,0,0.874054587,6,6,2,0.0
54,0.0,5438.0,0.13476742,8,1,0.041555043,1,2,0,0.0
62,0.0,10249.0,0.287512195,2,1,0.9999999,0,0,0,0.0
29,1.0,3500.0,0.91145387,11,1,1.051749485,4,0,2,0.0
56,0.0,5437.0,0.21997425050579364,11,1,0.9999999,0,0,2,1.0
49,0.0,6100.0,0.510572037,14,2,0.028823555,2,0,0,0.0
51,1.0,5952.0,0.494876533,9,2,0.954292244,0,0,1,0.0
30,0.0,3240.0,0.220610923,4,0,0.656716418,1,0,1,0.0
71,0.0,3400.0,0.141428991,9,0,0.0,1,0,2,0.0
38,4.0,2478.0,0.036304962,3,0,1.0929557681400022,1,0,1,0.0
34,4.0,3500.0,0.629820051,8,2,0.846307385,6,3,2,0.0
63,1.0,1996.0,1.094641963,13,2,0.435189244,0,0,0,0.0
78,0.0,3467.0,0.07295271,14,0,0.02369459,0,0,0,0.0
53,5.0,4925.0,0.115509541,5,0,0.538753925,1,1,4,0.0
34,3.0,8850.0,0.472263021,15,2,0.883526583,0,0,0,0.0
48,2.0,3100.0,0.567881329,12,1,0.121702427,1,0,0,0.0
58,0.0,11441.0,1.159063101,24,5,0.815014346,1,0,0,0.0
43,3.0,11250.0,0.399075638,10,1,1.073202332,3,1,1,0.0
63,,5437.0,0.6961559683649071,10,4,0.0,0,0,1,1.0
45,0.0,6355.0,0.112492133,14,1,0.041795779,0,0,0,0.0
46,3.0,3900.0,1.103563189,11,2,0.881065151,3,1,1,0.0
57,0.0,5437.0,0.33235240022070994,8,2,0.485038057,4,0,2,1.0
41,2.0,4100.0,0.927334796,13,1,0.948745116,1,2,1,0.0
34,1.0,2030.0,0.093057607,4,0,1.003322259,0,0,1,0.0
44,3.0,7500.0,0.149046794,4,0,0.9999999,0,3,3,0.0
31,2.0,5437.0,0.2871068604009564,2,1,0.9999999,0,1,3,1.0
37,2.0,6016.0,0.151238159,6,0,0.527448733,0,0,0,0.0
56,0.0,5100.0,0.411291904,11,2,0.081323514,0,0,1,0.0
33,0.0,3000.0,0.277574142,6,0,0.962006908,0,1,0,0.0
46,0.0,5437.0,0.039911716019863895,1,0,0.9999999,1,0,0,1.0
38,1.0,1750.0,0.324957167,7,0,0.956087824,2,0,1,0.0
44,3.0,12000.0,0.293308891,7,2,0.148131057,0,1,1,0.0
48,0.0,4583.0,0.536212914,6,1,0.340696903,0,2,1,0.0
46,2.0,6700.0,0.275033577,14,2,0.214788923,0,0,0,0.0
36,0.0,5200.0,0.124399154,2,0,0.9999999,1,1,2,0.0
40,1.0,4924.0,0.084670051,3,0,0.9999999,0,0,3,0.0
48,1.0,3704.0,0.341430499,7,1,0.434871335,0,0,0,0.0
79,0.0,2950.0,0.378515757,13,0,0.019279214,2,1,1,0.0
44,5.0,2905.0,0.263248451,3,0,0.9999999,1,1,1,0.0
35,0.0,5437.0,0.0018392495861688431,0,0,0.9999999,0,0,0,1.0
51,0.0,5437.0,0.28637116056648887,3,1,0.9999999,1,0,1,1.0
58,2.0,23000.0,0.035376434,8,1,0.284935753,2,0,0,0.0
49,0.0,4200.0,0.257319686,16,1,0.193765568,0,0,0,0.0
42,2.0,5634.0,0.094055013,3,0,0.879282219,2,0,2,0.0
46,1.0,5850.0,0.514271065,6,1,0.295551389,1,0,0,0.0
43,0.0,5437.0,0.530991355526945,5,1,0.9999999,1,0,0,1.0
37,3.0,11608.0,0.317512275,10,2,0.0,1,0,0,0.0
29,0.0,2600.0,0.450211457,6,0,1.030881017,4,1,4,0.0
37,2.0,5526.0,0.479826307,11,2,1.0929557681400022,0,0,0,0.0
43,0.0,4200.0,0.016424661,2,0,0.924430228,0,0,0,0.0
67,0.0,5437.0,0.4042670590399117,7,3,0.0,0,0,0,1.0
43,1.0,4707.0,0.468988955,15,1,1.0929557681400022,4,0,3,0.0
60,0.0,3459.0,0.242485549,6,0,0.755376182,0,1,1,0.0
33,3.0,2300.0,0.003911343,1,0,1.023255814,1,0,3,0.0
70,6.0,3300.0,0.588609512,5,1,0.067623309,2,0,0,0.0
51,3.0,2992.0,0.038422987,2,0,0.252638596,1,0,2,0.0
58,2.0,4756.0,0.355265924,9,1,0.315473699,0,0,0,0.0
28,3.0,900.0,0.0,0,0,0.9999999,0,0,0,0.0
42,0.0,2046.0,0.02344895,3,0,0.962410501,2,0,0,0.0
46,3.0,5300.0,0.202037351,4,0,0.705352976,1,0,0,0.0
50,0.0,3800.0,0.994212049,13,1,0.890149512,2,0,1,0.0
31,1.0,3315.0,0.324487334,5,0,0.097533881,1,0,0,0.0
40,,5437.0,0.37686224020599596,7,1,0.9999999,1,0,0,1.0
34,2.0,7750.0,0.238420849,5,1,0.169713343,0,0,0,0.0
40,0.0,6802.0,0.170953991,8,1,0.175920017,0,0,0,0.0
39,2.0,23000.0,0.368755048,14,4,0.194811908,2,0,0,0.0
59,0.0,7706.0,1.56117815,11,9,0.710742975,0,0,0,0.0
38,2.0,6500.0,0.506845101,8,2,0.9999999,2,0,0,0.0
55,0.0,6700.0,0.398746456,13,1,0.024099584,0,1,1,0.0
46,1.0,5630.0,0.614100515,22,2,0.99214426,3,0,0,0.0
52,0.0,7916.0,0.001389415,6,0,0.034633215,1,1,0,0.0
33,0.0,1225.0,2.033442088,5,1,0.9999999,1,0,0,0.0
35,4.0,3900.0,0.13022302,2,0,1.038288014,0,0,0,0.0
39,0.0,5437.0,0.0,0,0,0.9999999,0,0,0,1.0
43,0.0,8700.0,0.521319389,4,2,0.899240304,0,0,0,0.0
56,0.0,4160.0,0.390531122,12,1,0.610430193,2,0,0,0.0
44,3.0,5437.0,0.47802096744528233,2,1,0.9999999,0,0,2,1.0
42,0.0,5000.0,0.463107379,11,1,0.59703925,0,0,0,0.0
75,1.0,5437.0,0.2939120838697811,10,0,0.797250181,0,0,2,1.0
28,0.0,6000.0,0.261956341,12,0,0.881076071,0,2,0,0.0
46,3.0,3287.0,0.561131387,3,1,0.9999999,2,0,2,0.0
42,1.0,3482.0,0.273901809,3,0,0.96687914,0,3,1,0.0
58,1.0,7916.0,0.195149678,3,1,0.9999999,1,0,1,0.0
52,0.0,5437.0,0.09839985286003311,5,0,0.882833787,0,0,0,1.0
72,0.0,1500.0,0.862091939,3,0,1.016709427,0,0,0,0.0
47,2.0,5650.0,0.131658114,4,1,0.0,0,0,0,0.0
25,0.0,2300.0,0.212950891,4,0,1.080209043,0,1,1,0.0
58,0.0,5200.0,0.186887137,9,0,1.018159806,0,0,1,0.0
51,0.0,2309.0,0.151082251,10,0,0.530960507,2,0,1,0.0
37,1.0,6000.0,0.601399767,16,2,0.916297975,0,0,0,0.0
36,2.0,3205.0,0.599189021,6,1,0.0,1,2,1,0.0
27,2.0,3400.0,0.447809468,11,0,0.563463772,2,0,0,0.0
51,3.0,3800.0,0.214417259,6,0,0.734939013,0,0,0,0.0
58,2.0,9000.0,0.366181535,5,2,0.311688312,0,0,0,0.0
47,0.0,5437.0,0.0,1,0,0.0,0,0,0,1.0
46,1.0,4200.0,1.173530112,15,2,0.753640808,1,0,1,0.0
40,0.0,6008.0,0.687468797,11,2,0.600156591,0,0,0,0.0
63,0.0,9150.0,0.371325538,17,2,0.160165851,0,0,0,0.0
32,1.0,2500.0,0.413834466,8,1,0.008997751,2,0,0,0.0
52,1.0,8500.0,0.45853429,23,2,0.642679365,1,0,0,0.0
28,0.0,2200.0,0.270331667,7,0,0.9999999,2,0,1,0.0
63,0.0,1355.0,0.182890855,3,0,1.0929557681400022,1,1,0,0.0
71,0.0,5437.0,0.004046349089571455,11,0,0.01599615,1,0,1,1.0
29,1.0,5300.0,0.0,0,0,0.9999999,1,0,0,0.0
56,0.0,5437.0,0.6027220893875299,8,1,1.018855796,0,0,0,1.0
42,2.0,3500.0,0.260497001,5,0,1.027720973,2,1,2,0.0
47,0.0,2200.0,0.037255793,2,0,0.985014985,1,0,0,0.0
40,3.0,1166.0,0.475578406,4,0,0.999802684,0,0,0,0.0
56,0.0,4921.0,0.394758228,14,1,0.573024314,7,0,0,0.0
40,1.0,6164.0,0.0,0,0,0.9999999,0,0,0,0.0
32,0.0,5437.0,0.3787014897921648,15,1,0.070117666,0,0,0,1.0
44,0.0,2800.0,0.012495537,1,0,0.188382796,0,0,0,0.0
42,0.0,3830.0,0.0,0,0,0.9999999,0,0,0,0.0
64,0.0,5500.0,0.666242501,12,3,0.049649238,2,1,0,0.0
47,2.0,13143.0,0.894780889,14,5,0.998484925,2,1,0,0.0
39,1.0,15000.0,0.120058663,13,0,0.187198439,3,0,0,0.0
71,0.0,5437.0,0.3472503218686776,9,0,0.725076887,0,0,0,1.0
38,0.0,5437.0,1.086076880632702,4,2,0.0,0,0,1,1.0
62,0.0,5437.0,0.0,0,0,0.9999999,0,0,0,1.0
23,0.0,1500.0,0.0,1,0,0.0,0,1,0,0.0
26,0.0,5437.0,0.14272576788670222,6,0,0.922514901,1,2,0,1.0
50,1.0,5116.0,0.459448896,15,2,0.672866044,0,0,0,0.0
62,0.0,5437.0,0.1465881920176568,2,1,0.9999999,0,0,0,1.0
70,,5437.0,0.0003678499172337686,1,0,0.046635576,0,0,1,1.0
42,2.0,3323.0,0.0,0,0,0.9999999,0,1,0,0.0
61,0.0,5437.0,0.75206915578444,5,1,0.789601486,2,0,2,1.0
46,1.0,2000.0,0.664167916,3,0,0.584841516,0,0,0,0.0
52,0.0,1404.0,0.0,0,0,0.9999999,0,0,0,0.0
70,0.0,5437.0,0.3058672061798786,4,1,0.0,0,0,0,1.0
45,3.0,4830.0,0.268474436,5,0,0.99090294,2,0,0,0.0
32,0.0,5437.0,0.4423395254736068,8,1,0.947856401,0,1,2,1.0
70,0.0,10000.0,0.295270473,16,1,0.005562932,0,0,0,0.0
21,0.0,2300.0,0.0,0,0,0.9999999,0,0,0,0.0
41,0.0,8170.0,0.741769673,10,2,0.566168052,0,0,0,0.0
53,1.0,7300.0,0.262155869,9,1,0.485002631,6,4,2,0.0
46,3.0,5437.0,0.5561890748574582,6,1,0.611105423,1,0,0,1.0
68,0.0,1984.0,0.029722922,14,0,0.035372173,0,0,0,0.0
65,0.0,10500.0,0.510332349,19,3,0.076988697,0,1,0,0.0
44,3.0,2591.0,2.4702802109800093,7,1,0.897443222,1,0,1,0.0
52,0.0,4416.0,0.574371746,11,1,1.078986836,5,3,0,0.0
51,1.0,5833.0,0.350874186,12,1,0.387065977,0,2,0,0.0
54,0.0,10416.0,0.168186618,7,1,0.9999999,1,1,0,0.0
